evaluation_split,record_id,source_image,noise_level,error_types,changed_fields,product_count,gt_seller_company_name,noisy_seller_company_name,gt_seller_vat_no,noisy_seller_vat_no,gt_seller_address,noisy_seller_address,gt_buyer_company_name,noisy_buyer_company_name,gt_buyer_name,noisy_buyer_name,gt_buyer_country,noisy_buyer_country,gt_buyer_address,noisy_buyer_address,gt_invoice_number,noisy_invoice_number,gt_invoice_date,noisy_invoice_date,gt_payment_sub_total,noisy_payment_sub_total,gt_payment_discount_amount,noisy_payment_discount_amount,gt_payment_discount_percentage,noisy_payment_discount_percentage,gt_payment_due,noisy_payment_due,gt_payment_total,noisy_payment_total,gt_products_json,noisy_products_json
test,29,029.png,low,decimal_rounding|missing_character,products.1.quantity|buyer.name,6,Harris and Sons,Harris and Sons,qk79857130023,qk79857130023,"85951 Lowery Bypass West Danielville, NJ 70119","85951 Lowery Bypass West Danielville, NJ 70119",Davis-Martinez,Davis-Martinez,Brent Howard,Brent Hoard,Uzbekistan,Uzbekistan,"133 Booth Isle Marshallfurt, NV 29444","133 Booth Isle Marshallfurt, NV 29444",114210,114210,11.10.2016,11.10.2016,147.57,147.57,26.77,26.77,5.46,5.46,109.4,109.4,553.51,553.51,"[{""description"": ""monetize robust infrastructures"", ""index"": ""7"", ""quantity"": 5.86, ""total_price"": 630.09, ""unit_price"": 77.14}, {""description"": ""enhance B2C metrics"", ""index"": ""6"", ""quantity"": 3.74, ""total_price"": 758.69, ""unit_price"": 30.99}, {""description"": ""iterate cross-platform web services"", ""index"": ""5"", ""quantity"": 9.22, ""total_price"": 103.94, ""unit_price"": 75.45}, {""description"": ""strategize 24/7 content"", ""index"": ""8"", ""quantity"": 7.72, ""total_price"": 28.36, ""unit_price"": 55.44}, {""description"": ""optimize bricks-and-clicks e-services"", ""index"": ""1"", ""quantity"": 2.11, ""total_price"": 626.28, ""unit_price"": 97.77}, {""description"": ""envisioneer clicks-and-mortar e-services"", ""index"": ""7"", ""quantity"": 9.75, ""total_price"": 491.32, ""unit_price"": 39.76}]","[{""description"": ""monetize robust infrastructures"", ""index"": ""7"", ""quantity"": 5.86, ""total_price"": 630.09, ""unit_price"": 77.14}, {""description"": ""enhance B2C metrics"", ""index"": ""6"", ""quantity"": 3.7, ""total_price"": 758.69, ""unit_price"": 30.99}, {""description"": ""iterate cross-platform web services"", ""index"": ""5"", ""quantity"": 9.22, ""total_price"": 103.94, ""unit_price"": 75.45}, {""description"": ""strategize 24/7 content"", ""index"": ""8"", ""quantity"": 7.72, ""total_price"": 28.36, ""unit_price"": 55.44}, {""description"": ""optimize bricks-and-clicks e-services"", ""index"": ""1"", ""quantity"": 2.11, ""total_price"": 626.28, ""unit_price"": 97.77}, {""description"": ""envisioneer clicks-and-mortar e-services"", ""index"": ""7"", ""quantity"": 9.75, ""total_price"": 491.32, ""unit_price"": 39.76}]"
test,30,030.png,low,small_amount_delta|transposed_characters,products.1.total_price|seller.company_name,4,Dodson and Sons,Dodosn and Sons,eB79492612806,eB79492612806,"3179 Sarah Ferry Suite 124 Lake Jacquelineville, OK 48804","3179 Sarah Ferry Suite 124 Lake Jacquelineville, OK 48804",Carroll-Lewis,Carroll-Lewis,Arthur Goodman,Arthur Goodman,Lesotho,Lesotho,"52195 Kelly Estates Suite 511 South Juliehaven, TX 86829","52195 Kelly Estates Suite 511 South Juliehaven, TX 86829",488666,488666,23.12.2023,23.12.2023,75.91,75.91,33.03,33.03,19.29,19.29,198.67,198.67,103.88,103.88,"[{""description"": ""facilitate cross-platform web services"", ""index"": ""5"", ""quantity"": 9.64, ""total_price"": 554.29, ""unit_price"": 84.46}, {""description"": ""re-intermediate revolutionary info-mediaries"", ""index"": ""2"", ""quantity"": 1.8, ""total_price"": 222.85, ""unit_price"": 52.32}, {""description"": ""reinvent collaborative portals"", ""index"": ""4"", ""quantity"": 8.21, ""total_price"": 820.03, ""unit_price"": 77.05}, {""description"": ""embrace cross-platform metrics"", ""index"": ""2"", ""quantity"": 7.33, ""total_price"": 424.8, ""unit_price"": 16.85}]","[{""description"": ""facilitate cross-platform web services"", ""index"": ""5"", ""quantity"": 9.64, ""total_price"": 554.29, ""unit_price"": 84.46}, {""description"": ""re-intermediate revolutionary info-mediaries"", ""index"": ""2"", ""quantity"": 1.8, ""total_price"": 224.39, ""unit_price"": 52.32}, {""description"": ""reinvent collaborative portals"", ""index"": ""4"", ""quantity"": 8.21, ""total_price"": 820.03, ""unit_price"": 77.05}, {""description"": ""embrace cross-platform metrics"", ""index"": ""2"", ""quantity"": 7.33, ""total_price"": 424.8, ""unit_price"": 16.85}]"
test,32,032.png,low,digit_transposition|small_amount_delta|missing_character,products.1.unit_price|payment.sub_total|seller.vat_no,4,Pacheco Group,Pacheco Group,un29366763988,un2936663988,"6403 Hernandez Knoll West Kathleen, NV 71375","6403 Hernandez Knoll West Kathleen, NV 71375",Smith-Mckenzie,Smith-Mckenzie,Rachael Armstrong,Rachael Armstrong,Netherlands Antilles,Netherlands Antilles,"0274 Stewart Shores Suite 658 Prestonview, AZ 80176","0274 Stewart Shores Suite 658 Prestonview, AZ 80176",315350,315350,12.06.2020,12.06.2020,112.93,110.43,25.33,25.33,16.52,16.52,45.7,45.7,179.51,179.51,"[{""description"": ""enhance strategic networks"", ""index"": ""7"", ""quantity"": 9.09, ""total_price"": 609.65, ""unit_price"": 21.96}, {""description"": ""deploy visionary markets"", ""index"": ""2"", ""quantity"": 2.27, ""total_price"": 616.05, ""unit_price"": 72.57}, {""description"": ""extend impactful partnerships"", ""index"": ""1"", ""quantity"": 6.49, ""total_price"": 826.11, ""unit_price"": 29.8}, {""description"": ""re-intermediate best-of-breed eyeballs"", ""index"": ""9"", ""quantity"": 1.79, ""total_price"": 513.87, ""unit_price"": 17.84}]","[{""description"": ""enhance strategic networks"", ""index"": ""7"", ""quantity"": 9.09, ""total_price"": 609.65, ""unit_price"": 21.96}, {""description"": ""deploy visionary markets"", ""index"": ""2"", ""quantity"": 2.27, ""total_price"": 616.05, ""unit_price"": 72.75}, {""description"": ""extend impactful partnerships"", ""index"": ""1"", ""quantity"": 6.49, ""total_price"": 826.11, ""unit_price"": 29.8}, {""description"": ""re-intermediate best-of-breed eyeballs"", ""index"": ""9"", ""quantity"": 1.79, ""total_price"": 513.87, ""unit_price"": 17.84}]"
test,33,033.png,medium,product_description_shuffle|extra_space|case_variation|transposed_characters,products.0.description|products.1.description|products.2.description|products.3.description|buyer.name|seller.address,4,"Watson, Morales and Blevins","Watson, Morales and Blevins",IU58185152472,IU58185152472,"8785 Drew Turnpike Suite 387 Colinland, OK 88468","8785 Drew Trunpike Suite 387 Colinland, OK 88468",Clark-Parker,Clark-Parker,Nicole Chavez,nicole chavez,Christmas Island,Christmas Island,"4091 Sheena Squares Juliebury, IA 96849","4091 Sheena Squares Juliebury, IA 96849",157725,157725,23.05.2012,23.05.2012,111.04,111.04,21.0,21.0,5.61,5.61,127.29,127.29,436.68,436.68,"[{""description"": ""maximize value-added channels"", ""index"": ""4"", ""quantity"": 4.02, ""total_price"": 229.16, ""unit_price"": 52.66}, {""description"": ""evolve bleeding-edge e-tailers"", ""index"": ""10"", ""quantity"": 9.9, ""total_price"": 199.5, ""unit_price"": 88.43}, {""description"": ""innovate customized synergies"", ""index"": ""10"", ""quantity"": 9.89, ""total_price"": 769.04, ""unit_price"": 83.05}, {""description"": ""extend e-business networks"", ""index"": ""7"", ""quantity"": 7.27, ""total_price"": 753.26, ""unit_price"": 96.39}]","[{""description"": ""maximize value-added channels"", ""index"": ""4"", ""quantity"": 4.02, ""total_price"": 229.16, ""unit_price"": 52.66}, {""description"": ""innovate customized synergies"", ""index"": ""10"", ""quantity"": 9.9, ""total_price"": 199.5, ""unit_price"": 88.43}, {""description"": ""ext end e-business networks"", ""index"": ""10"", ""quantity"": 9.89, ""total_price"": 769.04, ""unit_price"": 83.05}, {""description"": ""evolve bleeding-edge e-tailers"", ""index"": ""7"", ""quantity"": 7.27, ""total_price"": 753.26, ""unit_price"": 96.39}]"
test,44,044.png,medium,buyer_seller_swap|digit_transposition,buyer.company_name|seller.company_name|buyer.name|buyer.address|seller.address|products.2.quantity,6,Mejia LLC,Theresa Bass,Uw77225084869,Uw77225084869,"911 Cobb Branch Suite 541 Phillipburgh, VT 84129","328 Eric Pass Apt. 026 North Stephaniemouth, DC 34532",Glenn-Davis,Mejia LLC,Theresa Bass,Glenn-Davis,Mali,Mali,"328 Eric Pass Apt. 026 North Stephaniemouth, DC 34532","911 Cobb Branch Suite 541 Phillipburgh, VT 84129",738830,738830,08.07.2018,08.07.2018,98.19,98.19,48.1,48.1,16.93,16.93,108.65,108.65,348.66,348.66,"[{""description"": ""engineer mission-critical niches"", ""index"": ""4"", ""quantity"": 1.51, ""total_price"": 749.79, ""unit_price"": 35.51}, {""description"": ""benchmark interactive communities"", ""index"": ""6"", ""quantity"": 3.62, ""total_price"": 331.74, ""unit_price"": 13.16}, {""description"": ""enable granular e-tailers"", ""index"": ""9"", ""quantity"": 8.48, ""total_price"": 291.32, ""unit_price"": 35.49}, {""description"": ""strategize innovative methodologies"", ""index"": ""4"", ""quantity"": 5.0, ""total_price"": 474.04, ""unit_price"": 59.83}, {""description"": ""maximize dynamic platforms"", ""index"": ""4"", ""quantity"": 4.96, ""total_price"": 36.7, ""unit_price"": 72.63}, {""description"": ""facilitate cutting-edge solutions"", ""index"": ""7"", ""quantity"": 1.21, ""total_price"": 487.44, ""unit_price"": 19.64}]","[{""description"": ""engineer mission-critical niches"", ""index"": ""4"", ""quantity"": 1.51, ""total_price"": 749.79, ""unit_price"": 35.51}, {""description"": ""benchmark interactive communities"", ""index"": ""6"", ""quantity"": 3.62, ""total_price"": 331.74, ""unit_price"": 13.16}, {""description"": ""enable granular e-tailers"", ""index"": ""9"", ""quantity"": 8.84, ""total_price"": 291.32, ""unit_price"": 35.49}, {""description"": ""strategize innovative methodologies"", ""index"": ""4"", ""quantity"": 5.0, ""total_price"": 474.04, ""unit_price"": 59.83}, {""description"": ""maximize dynamic platforms"", ""index"": ""4"", ""quantity"": 4.96, ""total_price"": 36.7, ""unit_price"": 72.63}, {""description"": ""facilitate cutting-edge solutions"", ""index"": ""7"", ""quantity"": 1.21, ""total_price"": 487.44, ""unit_price"": 19.64}]"
validation,45,045.png,low,case_variation,seller.company_name,6,Castillo-Ball,castillo-ball,Me93775567733,Me93775567733,"624 Ortiz Heights Baileyhaven, FM 75518","624 Ortiz Heights Baileyhaven, FM 75518","Taylor, Blankenship and Mason","Taylor, Blankenship and Mason",Allison Johnson,Allison Johnson,Botswana,Botswana,"21036 Meyer Junction Apt. 094 Karenbury, SC 83052","21036 Meyer Junction Apt. 094 Karenbury, SC 83052",868967,868967,17.08.2004,17.08.2004,39.01,39.01,26.83,26.83,5.41,5.41,142.03,142.03,481.69,481.69,"[{""description"": ""innovate granular platforms"", ""index"": ""4"", ""quantity"": 9.71, ""total_price"": 885.12, ""unit_price"": 50.49}, {""description"": ""repurpose turn-key deliverables"", ""index"": ""1"", ""quantity"": 9.23, ""total_price"": 617.95, ""unit_price"": 82.29}, {""description"": ""syndicate world-class methodologies"", ""index"": ""2"", ""quantity"": 9.3, ""total_price"": 332.25, ""unit_price"": 44.4}, {""description"": ""scale dot-com content"", ""index"": ""5"", ""quantity"": 3.52, ""total_price"": 549.42, ""unit_price"": 15.53}, {""description"": ""mesh vertical supply-chains"", ""index"": ""6"", ""quantity"": 6.25, ""total_price"": 769.68, ""unit_price"": 39.37}, {""description"": ""engineer open-source web services"", ""index"": ""5"", ""quantity"": 4.78, ""total_price"": 743.54, ""unit_price"": 40.15}]","[{""description"": ""innovate granular platforms"", ""index"": ""4"", ""quantity"": 9.71, ""total_price"": 885.12, ""unit_price"": 50.49}, {""description"": ""repurpose turn-key deliverables"", ""index"": ""1"", ""quantity"": 9.23, ""total_price"": 617.95, ""unit_price"": 82.29}, {""description"": ""syndicate world-class methodologies"", ""index"": ""2"", ""quantity"": 9.3, ""total_price"": 332.25, ""unit_price"": 44.4}, {""description"": ""scale dot-com content"", ""index"": ""5"", ""quantity"": 3.52, ""total_price"": 549.42, ""unit_price"": 15.53}, {""description"": ""mesh vertical supply-chains"", ""index"": ""6"", ""quantity"": 6.25, ""total_price"": 769.68, ""unit_price"": 39.37}, {""description"": ""engineer open-source web services"", ""index"": ""5"", ""quantity"": 4.78, ""total_price"": 743.54, ""unit_price"": 40.15}]"
test,46,046.png,high,buyer_seller_swap|ocr_char_confusion|date_offset|digit_transposition|missing_value,buyer.company_name|seller.company_name|buyer.name|buyer.address|seller.address|invoice.number|invoice.date|payment.discount_amount|buyer.country,3,Obrien Inc,Lisa Manning,aX23680805178,aX23680805178,"006 Kenneth Rapids Suite 942 South Amandaton, WA 50881","551 John Trafficway Careychester, CA 36563",Sims Group,Obrien Inc,Lisa Manning,Sims Group,Nepal,,"551 John Trafficway Careychester, CA 36563","006 Kenneth Rapids Suite 942 South Amandaton, WA 50881",378003,378O03,17.01.1999,20.01.1999,40.79,40.79,18.36,81.36,10.59,10.59,180.21,180.21,992.23,992.23,"[{""description"": ""innovate intuitive paradigms"", ""index"": ""9"", ""quantity"": 9.36, ""total_price"": 299.05, ""unit_price"": 16.49}, {""description"": ""optimize 24/7 e-business"", ""index"": ""8"", ""quantity"": 2.64, ""total_price"": 300.0, ""unit_price"": 81.1}, {""description"": ""leverage back-end interfaces"", ""index"": ""7"", ""quantity"": 2.45, ""total_price"": 525.2, ""unit_price"": 96.46}]","[{""description"": ""innovate intuitive paradigms"", ""index"": ""9"", ""quantity"": 9.36, ""total_price"": 299.05, ""unit_price"": 16.49}, {""description"": ""optimize 24/7 e-business"", ""index"": ""8"", ""quantity"": 2.64, ""total_price"": 300.0, ""unit_price"": 81.1}, {""description"": ""leverage back-end interfaces"", ""index"": ""7"", ""quantity"": 2.45, ""total_price"": 525.2, ""unit_price"": 96.46}]"
test,50,050.png,low,decimal_rounding|ocr_char_confusion|day_month_swap,products.1.quantity|buyer.address|invoice.date,4,Mclaughlin-Hall,Mclaughlin-Hall,iR24485243659,iR24485243659,"5328 Evans Mission Lake Kennethmouth, MO 55594","5328 Evans Mission Lake Kennethmouth, MO 55594",Fisher-Le,Fisher-Le,Hunter Weaver,Hunter Weaver,Germany,Germany,"464 Farmer Turnpike Suite 327 Cynthiaberg, AK 37519","464 Farmer Turnpike Suite 327 Cynthiaberg, AK 375I9",938211,938211,06.08.2004,08.06.2004,122.15,122.15,25.0,25.0,7.44,7.44,190.28,190.28,549.88,549.88,"[{""description"": ""architect plug-and-play supply-chains"", ""index"": ""4"", ""quantity"": 1.27, ""total_price"": 327.31, ""unit_price"": 11.75}, {""description"": ""enhance bleeding-edge models"", ""index"": ""1"", ""quantity"": 6.85, ""total_price"": 728.08, ""unit_price"": 37.13}, {""description"": ""syndicate intuitive methodologies"", ""index"": ""9"", ""quantity"": 9.8, ""total_price"": 189.83, ""unit_price"": 34.78}, {""description"": ""e-enable intuitive models"", ""index"": ""10"", ""quantity"": 6.58, ""total_price"": 896.02, ""unit_price"": 97.71}]","[{""description"": ""architect plug-and-play supply-chains"", ""index"": ""4"", ""quantity"": 1.27, ""total_price"": 327.31, ""unit_price"": 11.75}, {""description"": ""enhance bleeding-edge models"", ""index"": ""1"", ""quantity"": 7.0, ""total_price"": 728.08, ""unit_price"": 37.13}, {""description"": ""syndicate intuitive methodologies"", ""index"": ""9"", ""quantity"": 9.8, ""total_price"": 189.83, ""unit_price"": 34.78}, {""description"": ""e-enable intuitive models"", ""index"": ""10"", ""quantity"": 6.58, ""total_price"": 896.02, ""unit_price"": 97.71}]"
validation,52,052.png,low,decimal_rounding,products.1.quantity,5,Valdez Inc,Valdez Inc,Fg36967190833,Fg36967190833,"935 Tina Points Jonesfort, NH 11057","935 Tina Points Jonesfort, NH 11057",Thomas Inc,Thomas Inc,Cynthia Mclaughlin,Cynthia Mclaughlin,Ukraine,Ukraine,"241 Burch Common Lake Josephmouth, NJ 18417","241 Burch Common Lake Josephmouth, NJ 18417",960986,960986,26.06.2004,26.06.2004,29.03,29.03,21.97,21.97,10.69,10.69,116.8,116.8,155.45,155.45,"[{""description"": ""scale enterprise mindshare"", ""index"": ""5"", ""quantity"": 9.72, ""total_price"": 213.11, ""unit_price"": 84.85}, {""description"": ""maximize compelling markets"", ""index"": ""1"", ""quantity"": 1.38, ""total_price"": 47.26, ""unit_price"": 89.14}, {""description"": ""e-enable ubiquitous technologies"", ""index"": ""4"", ""quantity"": 1.77, ""total_price"": 38.71, ""unit_price"": 80.55}, {""description"": ""exploit integrated initiatives"", ""index"": ""9"", ""quantity"": 6.36, ""total_price"": 600.04, ""unit_price"": 14.04}, {""description"": ""implement granular supply-chains"", ""index"": ""5"", ""quantity"": 5.1, ""total_price"": 308.29, ""unit_price"": 42.68}]","[{""description"": ""scale enterprise mindshare"", ""index"": ""5"", ""quantity"": 9.72, ""total_price"": 213.11, ""unit_price"": 84.85}, {""description"": ""maximize compelling markets"", ""index"": ""1"", ""quantity"": 1.4, ""total_price"": 47.26, ""unit_price"": 89.14}, {""description"": ""e-enable ubiquitous technologies"", ""index"": ""4"", ""quantity"": 1.77, ""total_price"": 38.71, ""unit_price"": 80.55}, {""description"": ""exploit integrated initiatives"", ""index"": ""9"", ""quantity"": 6.36, ""total_price"": 600.04, ""unit_price"": 14.04}, {""description"": ""implement granular supply-chains"", ""index"": ""5"", ""quantity"": 5.1, ""total_price"": 308.29, ""unit_price"": 42.68}]"
test,53,053.png,low,case_variation,buyer.name,3,"Wilson, Daniels and Charles","Wilson, Daniels and Charles",xc28442393152,xc28442393152,"249 John Mission South Christopherburgh, ND 09054","249 John Mission South Christopherburgh, ND 09054",Mayo LLC,Mayo LLC,Sandra Blair,SANDRA BLAIR,Iceland,Iceland,"944 Bob Parkways Apt. 402 South John, NJ 76646","944 Bob Parkways Apt. 402 South John, NJ 76646",834465,834465,02.03.1999,02.03.1999,65.32,65.32,36.91,36.91,6.45,6.45,178.56,178.56,322.33,322.33,"[{""description"": ""exploit back-end eyeballs"", ""index"": ""4"", ""quantity"": 8.05, ""total_price"": 444.85, ""unit_price"": 76.22}, {""description"": ""redefine extensible partnerships"", ""index"": ""2"", ""quantity"": 8.41, ""total_price"": 216.78, ""unit_price"": 22.55}, {""description"": ""incentivize end-to-end solutions"", ""index"": ""3"", ""quantity"": 2.33, ""total_price"": 876.3, ""unit_price"": 77.41}]","[{""description"": ""exploit back-end eyeballs"", ""index"": ""4"", ""quantity"": 8.05, ""total_price"": 444.85, ""unit_price"": 76.22}, {""description"": ""redefine extensible partnerships"", ""index"": ""2"", ""quantity"": 8.41, ""total_price"": 216.78, ""unit_price"": 22.55}, {""description"": ""incentivize end-to-end solutions"", ""index"": ""3"", ""quantity"": 2.33, ""total_price"": 876.3, ""unit_price"": 77.41}]"
validation,57,057.png,low,transposed_characters|digit_transposition,seller.address|products.1.quantity,2,"Collier, Hart and Buchanan","Collier, Hart and Buchanan",dT03401327204,dT03401327204,"971 Sanders Cliff North Aliciaborough, MS 31793","971 Sanders Cliff North Aliciaborough, SM 31793","Calhoun, Stephens and Roberts","Calhoun, Stephens and Roberts",Becky Daniels,Becky Daniels,Seychelles,Seychelles,"7468 Catherine Ways Suite 678 Wrightchester, OR 20941","7468 Catherine Ways Suite 678 Wrightchester, OR 20941",235642,235642,04.10.1992,04.10.1992,113.77,113.77,48.43,48.43,12.67,12.67,77.43,77.43,937.57,937.57,"[{""description"": ""mesh cutting-edge action-items"", ""index"": ""7"", ""quantity"": 4.82, ""total_price"": 705.72, ""unit_price"": 89.92}, {""description"": ""deploy rich e-commerce"", ""index"": ""9"", ""quantity"": 5.63, ""total_price"": 679.97, ""unit_price"": 46.62}]","[{""description"": ""mesh cutting-edge action-items"", ""index"": ""7"", ""quantity"": 4.82, ""total_price"": 705.72, ""unit_price"": 89.92}, {""description"": ""deploy rich e-commerce"", ""index"": ""9"", ""quantity"": 5.36, ""total_price"": 679.97, ""unit_price"": 46.62}]"
test,60,060.png,high,buyer_seller_swap|missing_character|small_amount_delta|small_amount_delta|missing_character|transposed_characters|case_variation|missing_value,buyer.company_name|seller.company_name|buyer.name|buyer.address|seller.address|products.0.unit_price|products.0.total_price|seller.vat_no|products.0.description,1,"Wilkerson, Beck and Cantrell",Kenneth Kelly,nN62287870659,NN62287870659,USCGC Peterson FPO AA 19450,"29244 Melissa Trafficway Girmesville, KY 28352",Garcia-Howard,"Wilkerson, Beck and Cantrell",Kenneth Kelly,Grcia-Howard,Tuvalu,Tuvalu,"29244 Melissa Trafficway Grimesville, KY 28352",UCGC Peterson FPO AA 19450,729379,729379,11.12.2009,11.12.2009,74.64,74.64,25.02,25.02,18.96,18.96,33.82,33.82,318.6,318.6,"[{""description"": ""innovate web-enabled paradigms"", ""index"": ""1"", ""quantity"": 7.97, ""total_price"": 427.2, ""unit_price"": 79.6}]","[{""description"": null, ""index"": ""1"", ""quantity"": 7.97, ""total_price"": 425.35, ""unit_price"": 81.1}]"
test,62,062.png,low,product_description_shuffle,products.0.description|products.1.description|products.2.description,3,Jordan-Dalton,Jordan-Dalton,GS18486230110,GS18486230110,"294 Nicholas Locks Port Calvinville, MT 34041","294 Nicholas Locks Port Calvinville, MT 34041",Burch Inc,Burch Inc,Lisa Lewis,Lisa Lewis,New Zealand,New Zealand,"212 Rachel Locks Brownchester, TN 56309","212 Rachel Locks Brownchester, TN 56309",946566,946566,18.05.2014,18.05.2014,129.87,129.87,21.44,21.44,12.68,12.68,71.29,71.29,686.39,686.39,"[{""description"": ""visualize one-to-one vortals"", ""index"": ""6"", ""quantity"": 4.17, ""total_price"": 298.06, ""unit_price"": 11.04}, {""description"": ""benchmark plug-and-play metrics"", ""index"": ""5"", ""quantity"": 1.52, ""total_price"": 755.08, ""unit_price"": 35.84}, {""description"": ""disintermediate synergistic ROI"", ""index"": ""7"", ""quantity"": 5.21, ""total_price"": 815.84, ""unit_price"": 43.77}]","[{""description"": ""disintermediate synergistic ROI"", ""index"": ""6"", ""quantity"": 4.17, ""total_price"": 298.06, ""unit_price"": 11.04}, {""description"": ""visualize one-to-one vortals"", ""index"": ""5"", ""quantity"": 1.52, ""total_price"": 755.08, ""unit_price"": 35.84}, {""description"": ""benchmark plug-and-play metrics"", ""index"": ""7"", ""quantity"": 5.21, ""total_price"": 815.84, ""unit_price"": 43.77}]"
validation,64,064.png,low,digit_transposition,products.2.total_price,4,Garcia-Schwartz,Garcia-Schwartz,rj16826152579,rj16826152579,"8972 Lynn River Dawnville, MN 06195","8972 Lynn River Dawnville, MN 06195",Joseph-Hall,Joseph-Hall,David Bailey,David Bailey,Nepal,Nepal,"7672 Mclaughlin Rapid Markfurt, NV 88672","7672 Mclaughlin Rapid Markfurt, NV 88672",221538,221538,17.01.2003,17.01.2003,180.1,180.1,30.64,30.64,18.71,18.71,145.63,145.63,596.5,596.5,"[{""description"": ""synthesize strategic portals"", ""index"": ""9"", ""quantity"": 6.01, ""total_price"": 226.88, ""unit_price"": 72.88}, {""description"": ""iterate dynamic architectures"", ""index"": ""4"", ""quantity"": 7.39, ""total_price"": 515.75, ""unit_price"": 74.96}, {""description"": ""innovate frictionless solutions"", ""index"": ""2"", ""quantity"": 5.42, ""total_price"": 948.9, ""unit_price"": 81.13}, {""description"": ""seize cross-media e-commerce"", ""index"": ""5"", ""quantity"": 5.64, ""total_price"": 779.49, ""unit_price"": 26.17}]","[{""description"": ""synthesize strategic portals"", ""index"": ""9"", ""quantity"": 6.01, ""total_price"": 226.88, ""unit_price"": 72.88}, {""description"": ""iterate dynamic architectures"", ""index"": ""4"", ""quantity"": 7.39, ""total_price"": 515.75, ""unit_price"": 74.96}, {""description"": ""innovate frictionless solutions"", ""index"": ""2"", ""quantity"": 5.42, ""total_price"": 984.9, ""unit_price"": 81.13}, {""description"": ""seize cross-media e-commerce"", ""index"": ""5"", ""quantity"": 5.64, ""total_price"": 779.49, ""unit_price"": 26.17}]"
validation,66,066.png,low,transposed_characters|ocr_char_confusion,buyer.name|buyer.company_name,1,Peters-Watson,Peters-Watson,nP31965193173,nP31965193173,"68872 Melinda Dam Suite 212 Grayfort, UT 87820","68872 Melinda Dam Suite 212 Grayfort, UT 87820",Smith LLC,5mith LLC,Shane Barr,Shaen Barr,Saint Lucia,Saint Lucia,"28129 Michael Walks Suite 338 Herringborough, NV 22906","28129 Michael Walks Suite 338 Herringborough, NV 22906",585432,585432,10.02.1994,10.02.1994,48.96,48.96,36.28,36.28,6.81,6.81,15.19,15.19,998.48,998.48,"[{""description"": ""benchmark web-enabled architectures"", ""index"": ""2"", ""quantity"": 2.34, ""total_price"": 182.3, ""unit_price"": 84.72}]","[{""description"": ""benchmark web-enabled architectures"", ""index"": ""2"", ""quantity"": 2.34, ""total_price"": 182.3, ""unit_price"": 84.72}]"
test,76,076.png,medium,digit_transposition|ocr_char_confusion|digit_transposition|small_amount_delta|date_offset,payment.due|products.2.description|payment.sub_total|products.0.quantity|invoice.date,6,"Hunt, Jackson and Anderson","Hunt, Jackson and Anderson",zG03581269201,zG03581269201,"670 Samantha Walks Suite 049 Lake Amymouth, OH 65902","670 Samantha Walks Suite 049 Lake Amymouth, OH 65902",Cook LLC,Cook LLC,Sean Reyes,Sean Reyes,Haiti,Haiti,"8157 Miller Drive Apt. 971 West Shannon, CA 96715","8157 Miller Drive Apt. 971 West Shannon, CA 96715",396142,396142,03.11.1990,02.11.1990,184.91,814.91,26.83,26.83,5.24,5.24,111.48,111.84,406.83,406.83,"[{""description"": ""revolutionize bricks-and-clicks solutions"", ""index"": ""3"", ""quantity"": 4.29, ""total_price"": 397.16, ""unit_price"": 52.09}, {""description"": ""exploit global niches"", ""index"": ""6"", ""quantity"": 6.51, ""total_price"": 551.51, ""unit_price"": 14.33}, {""description"": ""engineer world-class solutions"", ""index"": ""5"", ""quantity"": 7.49, ""total_price"": 213.24, ""unit_price"": 34.16}, {""description"": ""syndicate cross-platform niches"", ""index"": ""5"", ""quantity"": 3.82, ""total_price"": 544.89, ""unit_price"": 41.11}, {""description"": ""maximize e-business interfaces"", ""index"": ""7"", ""quantity"": 2.84, ""total_price"": 928.26, ""unit_price"": 46.64}, {""description"": ""exploit out-of-the-box e-commerce"", ""index"": ""8"", ""quantity"": 2.1, ""total_price"": 590.44, ""unit_price"": 43.22}]","[{""description"": ""revolutionize bricks-and-clicks solutions"", ""index"": ""3"", ""quantity"": 4.32, ""total_price"": 397.16, ""unit_price"": 52.09}, {""description"": ""exploit global niches"", ""index"": ""6"", ""quantity"": 6.51, ""total_price"": 551.51, ""unit_price"": 14.33}, {""description"": ""engineer w0rld-class solutions"", ""index"": ""5"", ""quantity"": 7.49, ""total_price"": 213.24, ""unit_price"": 34.16}, {""description"": ""syndicate cross-platform niches"", ""index"": ""5"", ""quantity"": 3.82, ""total_price"": 544.89, ""unit_price"": 41.11}, {""description"": ""maximize e-business interfaces"", ""index"": ""7"", ""quantity"": 2.84, ""total_price"": 928.26, ""unit_price"": 46.64}, {""description"": ""exploit out-of-the-box e-commerce"", ""index"": ""8"", ""quantity"": 2.1, ""total_price"": 590.44, ""unit_price"": 43.22}]"
